id,subject,key,datetime,ip,Temperature,Pressure,Humidity,VoC,CO2,Altitude
244693,SPXEGN1TGSB2IKT9 | 1733210370,SPXEGN1TGSB2IKT9,2024-12-03 16:19:30,210.99.114.165,30.97,1018.01,15.50,413.92,23761.81,-39.56
244749,SPXEGN1TGSB2IKT9 | 1733210984,SPXEGN1TGSB2IKT9,2024-12-03 16:29:44,210.99.114.165,30.99,1018.08,15.40,414.44,23825.07,-40.14
244805,SPXEGN1TGSB2IKT9 | 1733211599,SPXEGN1TGSB2IKT9,2024-12-03 16:39:59,210.99.114.165,30.97,1018.01,15.25,417.03,24144.71,-39.47
244858,SPXEGN1TGSB2IKT9 | 1733212169,SPXEGN1TGSB2IKT9,2024-12-03 16:49:29,210.99.114.165,30.98,1017.94,15.20,418.86,24372.18,-39.06
244913,SPXEGN1TGSB2IKT9 | 1733212784,SPXEGN1TGSB2IKT9,2024-12-03 16:59:44,210.99.114.165,31.01,1017.93,15.16,418.60,24339.50,-38.89
244967,SPXEGN1TGSB2IKT9 | 1733213356,SPXEGN1TGSB2IKT9,2024-12-03 17:09:16,210.99.114.165,31.01,1017.92,15.15,419.13,24404.89,-38.81
245023,SPXEGN1TGSB2IKT9 | 1733213971,SPXEGN1TGSB2IKT9,2024-12-03 17:19:31,210.99.114.165,31.03,1017.91,15.28,418.34,24306.83,-38.81
245077,SPXEGN1TGSB2IKT9 | 1733214584,SPXEGN1TGSB2IKT9,2024-12-03 17:29:44,210.99.114.165,31.06,1017.94,15.25,412.39,23573.79,-39.06
245133,SPXEGN1TGSB2IKT9 | 1733215197,SPXEGN1TGSB2IKT9,2024-12-03 17:39:57,210.99.114.165,30.90,1017.99,15.13,415.73,23984.12,-39.47
245184,SPXEGN1TGSB2IKT9 | 1733215763,SPXEGN1TGSB2IKT9,2024-12-03 17:49:23,210.99.114.165,30.75,1018.19,15.07,417.29,24177.01,-41.21
245240,SPXEGN1TGSB2IKT9 | 1733216382,SPXEGN1TGSB2IKT9,2024-12-03 17:59:42,210.99.114.165,30.63,1018.27,15.05,419.65,24470.50,-41.71
245292,SPXEGN1TGSB2IKT9 | 1733216957,SPXEGN1TGSB2IKT9,2024-12-03 18:09:17,210.99.114.165,30.64,1018.31,14.90,424.46,25073.33,-42.21
245347,SPXEGN1TGSB2IKT9 | 1733217572,SPXEGN1TGSB2IKT9,2024-12-03 18:19:32,210.99.114.165,30.40,1018.25,14.89,429.11,25662.40,-41.46
245403,SPXEGN1TGSB2IKT9 | 1733218187,SPXEGN1TGSB2IKT9,2024-12-03 18:29:47,210.99.114.165,30.28,1018.23,14.81,437.27,26714.49,-41.55
245455,SPXEGN1TGSB2IKT9 | 1733218761,SPXEGN1TGSB2IKT9,2024-12-03 18:39:21,210.99.114.165,30.24,1018.37,14.76,442.20,27360.52,-42.54
245511,SPXEGN1TGSB2IKT9 | 1733219379,SPXEGN1TGSB2IKT9,2024-12-03 18:49:39,210.99.114.165,30.08,1018.32,14.62,444.55,27672.26,-42.13
245567,SPXEGN1TGSB2IKT9 | 1733219993,SPXEGN1TGSB2IKT9,2024-12-03 18:59:53,210.99.114.165,29.91,1018.25,14.57,448.74,28230.38,-41.79
245619,SPXEGN1TGSB2IKT9 | 1733220563,SPXEGN1TGSB2IKT9,2024-12-03 19:09:23,210.99.114.165,29.90,1018.34,14.36,458.93,29612.17,-42.37
245675,SPXEGN1TGSB2IKT9 | 1733221184,SPXEGN1TGSB2IKT9,2024-12-03 19:19:44,210.99.114.165,29.72,1018.28,14.26,465.02,30452.53,-41.96
245730,SPXEGN1TGSB2IKT9 | 1733221796,SPXEGN1TGSB2IKT9,2024-12-03 19:29:56,210.99.114.165,29.52,1018.42,14.30,476.31,32044.72,-42.79
245782,SPXEGN1TGSB2IKT9 | 1733222367,SPXEGN1TGSB2IKT9,2024-12-03 19:39:27,210.99.114.165,29.39,1018.42,14.34,478.02,32288.95,-43.04
245838,SPXEGN1TGSB2IKT9 | 1733222981,SPXEGN1TGSB2IKT9,2024-12-03 19:49:41,210.99.114.165,29.27,1018.58,14.51,479.74,32536.00,-44.37
245893,SPXEGN1TGSB2IKT9 | 1733223595,SPXEGN1TGSB2IKT9,2024-12-03 19:59:55,210.99.114.165,29.17,1018.55,14.62,480.08,32585.67,-44.03
245947,SPXEGN1TGSB2IKT9 | 1733224197,SPXEGN1TGSB2IKT9,2024-12-03 20:09:57,210.99.114.165,29.11,1018.36,14.68,484.97,33293.47,-42.54
