id,subject,key,datetime,ip,Temperature,Pressure,Humidity,VoC,CO2,Altitude
342018,SPXEGN1TGSB2IKT9 | 1734312474,SPXEGN1TGSB2IKT9,2024-12-16 10:27:54,210.99.114.165,27.17,1017.94,13.26,562.73,45587.04,-38.97
341975,SPXEGN1TGSB2IKT9 | 1734311991,SPXEGN1TGSB2IKT9,2024-12-16 10:19:51,210.99.114.165,27.10,1017.95,13.30,570.92,46995.08,-39.06
341918,SPXEGN1TGSB2IKT9 | 1734311372,SPXEGN1TGSB2IKT9,2024-12-16 10:09:32,210.99.114.165,26.96,1017.94,13.35,572.88,47335.60,-39.06
341866,SPXEGN1TGSB2IKT9 | 1734310798,SPXEGN1TGSB2IKT9,2024-12-16 09:59:58,210.99.114.165,26.83,1017.94,13.36,579.85,48556.00,-38.97
341811,SPXEGN1TGSB2IKT9 | 1734310181,SPXEGN1TGSB2IKT9,2024-12-16 09:49:41,210.99.114.165,26.70,1017.98,13.40,585.97,49638.95,-39.39
341754,SPXEGN1TGSB2IKT9 | 1734309561,SPXEGN1TGSB2IKT9,2024-12-16 09:39:21,210.99.114.165,26.56,1017.97,13.40,588.04,50007.74,-39.22
341700,SPXEGN1TGSB2IKT9 | 1734308959,SPXEGN1TGSB2IKT9,2024-12-16 09:29:19,210.99.114.165,26.40,1017.96,13.44,596.45,51523.29,-39.14
341648,SPXEGN1TGSB2IKT9 | 1734308392,SPXEGN1TGSB2IKT9,2024-12-16 09:19:52,210.99.114.165,26.24,1017.91,13.50,599.67,52109.05,-38.81
341594,SPXEGN1TGSB2IKT9 | 1734307781,SPXEGN1TGSB2IKT9,2024-12-16 09:09:41,210.99.114.165,26.07,1017.84,13.54,602.38,52604.42,-38.31
341539,SPXEGN1TGSB2IKT9 | 1734307171,SPXEGN1TGSB2IKT9,2024-12-16 08:59:31,210.99.114.165,25.87,1017.90,13.59,608.98,53821.96,-38.73
341486,SPXEGN1TGSB2IKT9 | 1734306596,SPXEGN1TGSB2IKT9,2024-12-16 08:49:56,210.99.114.165,25.66,1017.87,13.64,618.58,55618.01,-38.39
341431,SPXEGN1TGSB2IKT9 | 1734305982,SPXEGN1TGSB2IKT9,2024-12-16 08:39:42,210.99.114.165,25.40,1017.82,13.76,620.31,55943.97,-37.98
341375,SPXEGN1TGSB2IKT9 | 1734305366,SPXEGN1TGSB2IKT9,2024-12-16 08:29:26,210.99.114.165,25.05,1017.84,13.99,626.72,57163.47,-38.23
341323,SPXEGN1TGSB2IKT9 | 1734304760,SPXEGN1TGSB2IKT9,2024-12-16 08:19:20,210.99.114.165,24.68,1017.72,13.85,635.68,58889.85,-37.23
341270,SPXEGN1TGSB2IKT9 | 1734304159,SPXEGN1TGSB2IKT9,2024-12-16 08:09:19,210.99.114.165,24.33,1017.55,13.74,630.87,57959.88,-35.66
341218,SPXEGN1TGSB2IKT9 | 1734303583,SPXEGN1TGSB2IKT9,2024-12-16 07:59:43,210.99.114.165,24.13,1017.48,14.48,633.27,58422.11,-35.24
341162,SPXEGN1TGSB2IKT9 | 1734302969,SPXEGN1TGSB2IKT9,2024-12-16 07:49:29,210.99.114.165,24.17,1017.47,15.31,646.78,61063.50,-35.08
341110,SPXEGN1TGSB2IKT9 | 1734302399,SPXEGN1TGSB2IKT9,2024-12-16 07:39:59,210.99.114.165,24.14,1017.31,12.95,662.20,64148.43,-33.83
341054,SPXEGN1TGSB2IKT9 | 1734301784,SPXEGN1TGSB2IKT9,2024-12-16 07:29:44,210.99.114.165,24.17,1017.32,12.83,660.23,63750.53,-33.83
340998,SPXEGN1TGSB2IKT9 | 1734301168,SPXEGN1TGSB2IKT9,2024-12-16 07:19:28,210.99.114.165,24.43,1017.26,12.86,644.91,60693.29,-33.33
340946,SPXEGN1TGSB2IKT9 | 1734300589,SPXEGN1TGSB2IKT9,2024-12-16 07:09:49,210.99.114.165,24.63,1017.25,13.16,633.27,58422.11,-33.25
340896,SPXEGN1TGSB2IKT9 | 1734299993,SPXEGN1TGSB2IKT9,2024-12-16 06:59:53,210.99.114.165,24.66,1017.21,13.73,635.08,58772.49,-33.00
340840,SPXEGN1TGSB2IKT9 | 1734299363,SPXEGN1TGSB2IKT9,2024-12-16 06:49:23,210.99.114.165,24.67,1017.18,12.90,629.68,57730.61,-32.75
340789,SPXEGN1TGSB2IKT9 | 1734298773,SPXEGN1TGSB2IKT9,2024-12-16 06:39:33,210.99.114.165,24.69,1017.08,12.91,627.31,57276.33,-31.76
340744,SPXEGN1TGSB2IKT9 | 1734298188,SPXEGN1TGSB2IKT9,2024-12-16 06:29:48,210.99.114.165,24.66,1016.99,12.88,622.63,56383.04,-31.26
340705,SPXEGN1TGSB2IKT9 | 1734297551,SPXEGN1TGSB2IKT9,2024-12-16 06:19:11,210.99.114.165,24.68,1016.81,12.72,636.90,59125.69,-29.76
340658,SPXEGN1TGSB2IKT9 | 1734296949,SPXEGN1TGSB2IKT9,2024-12-16 06:09:09,210.99.114.165,24.78,1016.70,12.64,631.47,58074.87,-28.68
340615,SPXEGN1TGSB2IKT9 | 1734296385,SPXEGN1TGSB2IKT9,2024-12-16 05:59:45,210.99.114.165,24.80,1016.85,12.83,629.68,57730.61,-30.01
340567,SPXEGN1TGSB2IKT9 | 1734295787,SPXEGN1TGSB2IKT9,2024-12-16 05:49:47,210.99.114.165,24.81,1016.93,12.87,631.47,58074.87,-30.51
340524,SPXEGN1TGSB2IKT9 | 1734295190,SPXEGN1TGSB2IKT9,2024-12-16 05:39:50,210.99.114.165,24.79,1017.03,12.88,633.87,58538.52,-31.42
340477,SPXEGN1TGSB2IKT9 | 1734294554,SPXEGN1TGSB2IKT9,2024-12-16 05:29:14,210.99.114.165,24.80,1016.95,12.88,641.80,60083.22,-30.84
340428,SPXEGN1TGSB2IKT9 | 1734293993,SPXEGN1TGSB2IKT9,2024-12-16 05:19:53,210.99.114.165,24.80,1016.93,12.87,639.34,59601.73,-30.68
340376,SPXEGN1TGSB2IKT9 | 1734293382,SPXEGN1TGSB2IKT9,2024-12-16 05:09:42,210.99.114.165,24.83,1017.00,12.86,638.73,59482.29,-31.17
340326,SPXEGN1TGSB2IKT9 | 1734292766,SPXEGN1TGSB2IKT9,2024-12-16 04:59:26,210.99.114.165,24.85,1017.01,12.84,636.90,59125.69,-31.26
340274,SPXEGN1TGSB2IKT9 | 1734292165,SPXEGN1TGSB2IKT9,2024-12-16 04:49:25,210.99.114.165,24.87,1016.89,12.83,632.67,58306.18,-30.26
340220,SPXEGN1TGSB2IKT9 | 1734291577,SPXEGN1TGSB2IKT9,2024-12-16 04:39:37,210.99.114.165,24.93,1016.88,12.80,626.72,57163.47,-30.18
340175,SPXEGN1TGSB2IKT9 | 1734290984,SPXEGN1TGSB2IKT9,2024-12-16 04:29:44,210.99.114.165,25.01,1016.76,12.78,618.01,55510.02,-29.35
340130,SPXEGN1TGSB2IKT9 | 1734290356,SPXEGN1TGSB2IKT9,2024-12-16 04:19:16,210.99.114.165,25.07,1016.88,12.78,620.31,55943.97,-30.18
340089,SPXEGN1TGSB2IKT9 | 1734289746,SPXEGN1TGSB2IKT9,2024-12-16 04:09:06,210.99.114.165,24.97,1017.00,12.83,629.68,57730.61,-31.17
340042,SPXEGN1TGSB2IKT9 | 1734289185,SPXEGN1TGSB2IKT9,2024-12-16 03:59:45,210.99.114.165,24.96,1017.11,12.82,625.55,56939.04,-32.09
339989,SPXEGN1TGSB2IKT9 | 1734288545,SPXEGN1TGSB2IKT9,2024-12-16 03:49:05,210.99.114.165,24.99,1017.14,12.84,618.58,55618.01,-32.42
339951,SPXEGN1TGSB2IKT9 | 1734287984,SPXEGN1TGSB2IKT9,2024-12-16 03:39:44,210.99.114.165,24.98,1017.15,12.83,629.09,57616.54,-32.42
339910,SPXEGN1TGSB2IKT9 | 1734287399,SPXEGN1TGSB2IKT9,2024-12-16 03:29:59,210.99.114.165,24.98,1017.24,12.84,642.42,60204.64,-33.17
339859,SPXEGN1TGSB2IKT9 | 1734286775,SPXEGN1TGSB2IKT9,2024-12-16 03:19:35,210.99.114.165,25.00,1017.22,12.85,646.78,61063.50,-33.00
339808,SPXEGN1TGSB2IKT9 | 1734286173,SPXEGN1TGSB2IKT9,2024-12-16 03:09:33,210.99.114.165,24.98,1017.25,12.86,646.78,61063.50,-33.33
339755,SPXEGN1TGSB2IKT9 | 1734285571,SPXEGN1TGSB2IKT9,2024-12-16 02:59:31,210.99.114.165,24.97,1017.28,12.87,653.12,62322.05,-33.42
339700,SPXEGN1TGSB2IKT9 | 1734284958,SPXEGN1TGSB2IKT9,2024-12-16 02:49:18,210.99.114.165,24.99,1017.34,12.85,649.30,61562.39,-34.00
339646,SPXEGN1TGSB2IKT9 | 1734284358,SPXEGN1TGSB2IKT9,2024-12-16 02:39:18,210.99.114.165,24.99,1017.34,12.85,654.40,62578.30,-34.08
339594,SPXEGN1TGSB2IKT9 | 1734283792,SPXEGN1TGSB2IKT9,2024-12-16 02:29:52,210.99.114.165,25.02,1017.31,12.83,645.53,60816.31,-33.91
339538,SPXEGN1TGSB2IKT9 | 1734283179,SPXEGN1TGSB2IKT9,2024-12-16 02:19:39,210.99.114.165,25.03,1017.26,12.84,648.04,61312.20,-33.42
339483,SPXEGN1TGSB2IKT9 | 1734282566,SPXEGN1TGSB2IKT9,2024-12-16 02:09:26,210.99.114.165,25.03,1017.11,12.84,645.53,60816.31,-32.09
339431,SPXEGN1TGSB2IKT9 | 1734281995,SPXEGN1TGSB2IKT9,2024-12-16 01:59:55,210.99.114.165,25.05,1017.03,12.84,651.20,61940.64,-31.34
339375,SPXEGN1TGSB2IKT9 | 1734281382,SPXEGN1TGSB2IKT9,2024-12-16 01:49:42,210.99.114.165,25.07,1016.85,12.82,648.04,61312.20,-30.01
339319,SPXEGN1TGSB2IKT9 | 1734280770,SPXEGN1TGSB2IKT9,2024-12-16 01:39:30,210.99.114.165,25.10,1016.91,12.84,653.12,62322.05,-30.43
339264,SPXEGN1TGSB2IKT9 | 1734280157,SPXEGN1TGSB2IKT9,2024-12-16 01:29:17,210.99.114.165,25.11,1016.90,12.83,643.66,60448.22,-30.43
339212,SPXEGN1TGSB2IKT9 | 1734279579,SPXEGN1TGSB2IKT9,2024-12-16 01:19:39,210.99.114.165,25.12,1016.93,12.84,652.48,62194.51,-30.59
339156,SPXEGN1TGSB2IKT9 | 1734278963,SPXEGN1TGSB2IKT9,2024-12-16 01:09:23,210.99.114.165,25.13,1017.04,12.85,643.04,60326.17,-31.51
339103,SPXEGN1TGSB2IKT9 | 1734278391,SPXEGN1TGSB2IKT9,2024-12-16 00:59:51,210.99.114.165,25.13,1017.15,12.86,643.66,60448.22,-32.34
339048,SPXEGN1TGSB2IKT9 | 1734277775,SPXEGN1TGSB2IKT9,2024-12-16 00:49:35,210.99.114.165,25.17,1017.21,12.86,644.28,60570.60,-32.92
338992,SPXEGN1TGSB2IKT9 | 1734277160,SPXEGN1TGSB2IKT9,2024-12-16 00:39:20,210.99.114.165,25.19,1017.34,12.88,641.80,60083.22,-34.00
338941,SPXEGN1TGSB2IKT9 | 1734276587,SPXEGN1TGSB2IKT9,2024-12-16 00:29:47,210.99.114.165,25.20,1017.41,12.92,643.66,60448.22,-34.49
338885,SPXEGN1TGSB2IKT9 | 1734275971,SPXEGN1TGSB2IKT9,2024-12-16 00:19:31,210.99.114.165,25.23,1017.42,12.94,643.66,60448.22,-34.66
338833,SPXEGN1TGSB2IKT9 | 1734275394,SPXEGN1TGSB2IKT9,2024-12-16 00:09:54,210.99.114.165,25.25,1017.54,12.95,638.12,59362.98,-35.49
338778,SPXEGN1TGSB2IKT9 | 1734274772,SPXEGN1TGSB2IKT9,2024-12-15 23:59:32,210.99.114.165,25.25,1017.66,12.98,633.87,58538.52,-36.57
338722,SPXEGN1TGSB2IKT9 | 1734274156,SPXEGN1TGSB2IKT9,2024-12-15 23:49:16,210.99.114.165,25.26,1017.80,12.98,638.12,59362.98,-37.81
338670,SPXEGN1TGSB2IKT9 | 1734273585,SPXEGN1TGSB2IKT9,2024-12-15 23:39:45,210.99.114.165,25.30,1017.78,13.00,631.47,58074.87,-37.73
338616,SPXEGN1TGSB2IKT9 | 1734272967,SPXEGN1TGSB2IKT9,2024-12-15 23:29:27,210.99.114.165,25.33,1017.74,13.01,633.27,58422.11,-37.40
338562,SPXEGN1TGSB2IKT9 | 1734272359,SPXEGN1TGSB2IKT9,2024-12-15 23:19:19,210.99.114.165,25.34,1017.77,13.03,633.27,58422.11,-37.56
338509,SPXEGN1TGSB2IKT9 | 1734271780,SPXEGN1TGSB2IKT9,2024-12-15 23:09:40,210.99.114.165,25.36,1017.79,13.05,630.87,57959.88,-37.65
338454,SPXEGN1TGSB2IKT9 | 1734271162,SPXEGN1TGSB2IKT9,2024-12-15 22:59:22,210.99.114.165,25.38,1017.83,13.06,627.31,57276.33,-38.14
338402,SPXEGN1TGSB2IKT9 | 1734270585,SPXEGN1TGSB2IKT9,2024-12-15 22:49:45,210.99.114.165,25.42,1017.78,13.08,627.31,57276.33,-37.65
338346,SPXEGN1TGSB2IKT9 | 1734269967,SPXEGN1TGSB2IKT9,2024-12-15 22:39:27,210.99.114.165,25.43,1017.80,13.10,624.96,56827.09,-37.81
338294,SPXEGN1TGSB2IKT9 | 1734269388,SPXEGN1TGSB2IKT9,2024-12-15 22:29:48,210.99.114.165,25.46,1017.85,13.13,622.63,56383.04,-38.31
338239,SPXEGN1TGSB2IKT9 | 1734268763,SPXEGN1TGSB2IKT9,2024-12-15 22:19:23,210.99.114.165,25.47,1017.77,13.16,622.63,56383.04,-37.65
338184,SPXEGN1TGSB2IKT9 | 1734268158,SPXEGN1TGSB2IKT9,2024-12-15 22:09:18,210.99.114.165,25.47,1017.75,13.18,619.16,55726.30,-37.40
338133,SPXEGN1TGSB2IKT9 | 1734267586,SPXEGN1TGSB2IKT9,2024-12-15 21:59:46,210.99.114.165,25.47,1017.73,13.18,618.58,55618.01,-37.40
338077,SPXEGN1TGSB2IKT9 | 1734266969,SPXEGN1TGSB2IKT9,2024-12-15 21:49:29,210.99.114.165,25.51,1017.75,13.24,615.73,55080.75,-37.56
338025,SPXEGN1TGSB2IKT9 | 1734266396,SPXEGN1TGSB2IKT9,2024-12-15 21:39:56,210.99.114.165,25.52,1017.62,13.27,612.34,54446.08,-36.40
337972,SPXEGN1TGSB2IKT9 | 1734265777,SPXEGN1TGSB2IKT9,2024-12-15 21:29:37,210.99.114.165,25.54,1017.50,13.29,611.77,54341.29,-35.16
337916,SPXEGN1TGSB2IKT9 | 1734265157,SPXEGN1TGSB2IKT9,2024-12-15 21:19:17,210.99.114.165,25.58,1017.43,13.32,610.65,54132.74,-34.83
337865,SPXEGN1TGSB2IKT9 | 1734264593,SPXEGN1TGSB2IKT9,2024-12-15 21:09:53,210.99.114.165,25.64,1017.37,13.33,605.11,53106.74,-34.41
337810,SPXEGN1TGSB2IKT9 | 1734263971,SPXEGN1TGSB2IKT9,2024-12-15 20:59:31,210.99.114.165,25.76,1017.29,13.34,605.11,53106.74,-33.58
337758,SPXEGN1TGSB2IKT9 | 1734263397,SPXEGN1TGSB2IKT9,2024-12-15 20:49:57,210.99.114.165,25.73,1017.13,13.47,601.29,52405.48,-32.50
337703,SPXEGN1TGSB2IKT9 | 1734262778,SPXEGN1TGSB2IKT9,2024-12-15 20:39:38,210.99.114.165,25.61,1017.08,13.54,598.06,51814.93,-31.84
337647,SPXEGN1TGSB2IKT9 | 1734262161,SPXEGN1TGSB2IKT9,2024-12-15 20:29:21,210.99.114.165,25.67,1017.01,13.57,597.52,51717.45,-31.34
337594,SPXEGN1TGSB2IKT9 | 1734261559,SPXEGN1TGSB2IKT9,2024-12-15 20:19:19,210.99.114.165,25.69,1016.79,13.59,594.33,51138.23,-29.51
337542,SPXEGN1TGSB2IKT9 | 1734260987,SPXEGN1TGSB2IKT9,2024-12-15 20:09:47,210.99.114.165,25.72,1016.78,13.66,595.92,51426.61,-29.43
337486,SPXEGN1TGSB2IKT9 | 1734260369,SPXEGN1TGSB2IKT9,2024-12-15 19:59:29,210.99.114.165,25.76,1016.76,13.70,592.21,50757.36,-29.18
337434,SPXEGN1TGSB2IKT9 | 1734259758,SPXEGN1TGSB2IKT9,2024-12-15 19:49:18,210.99.114.165,25.78,1016.56,13.75,588.55,50100.55,-27.60
337382,SPXEGN1TGSB2IKT9 | 1734259189,SPXEGN1TGSB2IKT9,2024-12-15 19:39:49,210.99.114.165,25.77,1016.37,13.81,582.39,49002.95,-25.94
337326,SPXEGN1TGSB2IKT9 | 1734258572,SPXEGN1TGSB2IKT9,2024-12-15 19:29:32,210.99.114.165,25.77,1016.32,13.89,577.34,48114.96,-25.53
337273,SPXEGN1TGSB2IKT9 | 1734257994,SPXEGN1TGSB2IKT9,2024-12-15 19:19:54,210.99.114.165,25.80,1016.34,13.96,578.85,48378.99,-25.78
337218,SPXEGN1TGSB2IKT9 | 1734257378,SPXEGN1TGSB2IKT9,2024-12-15 19:09:38,210.99.114.165,25.82,1016.18,14.02,574.86,47679.79,-24.45
337162,SPXEGN1TGSB2IKT9 | 1734256762,SPXEGN1TGSB2IKT9,2024-12-15 18:59:22,210.99.114.165,25.85,1016.02,14.08,569.94,46826.15,-23.04
337109,SPXEGN1TGSB2IKT9 | 1734256191,SPXEGN1TGSB2IKT9,2024-12-15 18:49:51,210.99.114.165,25.84,1016.04,14.15,570.92,46995.08,-23.29
337054,SPXEGN1TGSB2IKT9 | 1734255578,SPXEGN1TGSB2IKT9,2024-12-15 18:39:38,210.99.114.165,25.83,1015.88,14.22,573.37,47421.35,-21.87
336999,SPXEGN1TGSB2IKT9 | 1734254966,SPXEGN1TGSB2IKT9,2024-12-15 18:29:26,210.99.114.165,25.87,1015.81,14.27,569.46,46742.15,-21.29
336949,SPXEGN1TGSB2IKT9 | 1734254390,SPXEGN1TGSB2IKT9,2024-12-15 18:19:50,210.99.114.165,25.88,1015.63,14.32,568.48,46574.54,-19.80
336893,SPXEGN1TGSB2IKT9 | 1734253771,SPXEGN1TGSB2IKT9,2024-12-15 18:09:31,210.99.114.165,25.90,1015.52,14.38,564.63,45912.80,-18.97
336841,SPXEGN1TGSB2IKT9 | 1734253193,SPXEGN1TGSB2IKT9,2024-12-15 17:59:53,210.99.114.165,25.86,1015.32,14.41,563.68,45749.43,-17.39
336785,SPXEGN1TGSB2IKT9 | 1734252575,SPXEGN1TGSB2IKT9,2024-12-15 17:49:35,210.99.114.165,25.85,1015.29,14.45,563.20,45668.11,-17.14
336729,SPXEGN1TGSB2IKT9 | 1734251956,SPXEGN1TGSB2IKT9,2024-12-15 17:39:16,210.99.114.165,25.85,1015.17,14.50,563.20,45668.11,-16.14
336677,SPXEGN1TGSB2IKT9 | 1734251382,SPXEGN1TGSB2IKT9,2024-12-15 17:29:42,210.99.114.165,25.85,1015.06,14.52,559.89,45104.66,-15.14
336622,SPXEGN1TGSB2IKT9 | 1734250765,SPXEGN1TGSB2IKT9,2024-12-15 17:19:25,210.99.114.165,25.88,1015.03,14.56,561.31,45344.92,-14.81
336569,SPXEGN1TGSB2IKT9 | 1734250188,SPXEGN1TGSB2IKT9,2024-12-15 17:09:48,210.99.114.165,25.92,1014.91,14.55,557.09,44629.77,-13.89
336515,SPXEGN1TGSB2IKT9 | 1734249569,SPXEGN1TGSB2IKT9,2024-12-15 16:59:29,210.99.114.165,25.91,1014.87,14.60,556.62,44551.15,-13.48
336463,SPXEGN1TGSB2IKT9 | 1734248996,SPXEGN1TGSB2IKT9,2024-12-15 16:49:56,210.99.114.165,25.92,1014.73,14.64,553.39,44007.61,-12.40
336406,SPXEGN1TGSB2IKT9 | 1734248382,SPXEGN1TGSB2IKT9,2024-12-15 16:39:42,210.99.114.165,25.95,1014.64,14.68,553.39,44007.61,-11.65
336350,SPXEGN1TGSB2IKT9 | 1734247765,SPXEGN1TGSB2IKT9,2024-12-15 16:29:25,210.99.114.165,25.99,1014.57,14.69,551.56,43701.27,-11.07
336300,SPXEGN1TGSB2IKT9 | 1734247194,SPXEGN1TGSB2IKT9,2024-12-15 16:19:54,210.99.114.165,25.98,1014.50,14.72,550.19,43473.61,-10.49
336243,SPXEGN1TGSB2IKT9 | 1734246580,SPXEGN1TGSB2IKT9,2024-12-15 16:09:40,210.99.114.165,25.93,1014.41,14.79,548.83,43247.52,-9.74
336187,SPXEGN1TGSB2IKT9 | 1734245964,SPXEGN1TGSB2IKT9,2024-12-15 15:59:24,210.99.114.165,25.96,1014.33,14.81,550.65,43549.25,-9.07
336135,SPXEGN1TGSB2IKT9 | 1734245388,SPXEGN1TGSB2IKT9,2024-12-15 15:49:48,210.99.114.165,25.97,1014.23,14.85,547.03,42948.84,-8.24
336079,SPXEGN1TGSB2IKT9 | 1734244769,SPXEGN1TGSB2IKT9,2024-12-15 15:39:29,210.99.114.165,25.96,1014.08,14.90,550.65,43549.25,-6.83
336028,SPXEGN1TGSB2IKT9 | 1734244193,SPXEGN1TGSB2IKT9,2024-12-15 15:29:53,210.99.114.165,25.95,1013.99,14.92,552.01,43777.63,-6.24
335972,SPXEGN1TGSB2IKT9 | 1734243576,SPXEGN1TGSB2IKT9,2024-12-15 15:19:36,210.99.114.165,25.94,1013.97,14.96,549.28,43322.64,-6.08
335916,SPXEGN1TGSB2IKT9 | 1734242962,SPXEGN1TGSB2IKT9,2024-12-15 15:09:22,210.99.114.165,25.93,1013.82,15.01,547.93,43097.80,-4.83
335864,SPXEGN1TGSB2IKT9 | 1734242359,SPXEGN1TGSB2IKT9,2024-12-15 14:59:19,210.99.114.165,25.92,1013.72,15.03,545.69,42726.79,-4.08
335809,SPXEGN1TGSB2IKT9 | 1734241786,SPXEGN1TGSB2IKT9,2024-12-15 14:49:46,210.99.114.165,25.90,1013.69,15.04,548.38,43172.63,-3.66
335755,SPXEGN1TGSB2IKT9 | 1734241171,SPXEGN1TGSB2IKT9,2024-12-15 14:39:31,210.99.114.165,25.89,1013.64,15.06,547.48,43023.36,-3.25
335704,SPXEGN1TGSB2IKT9 | 1734240598,SPXEGN1TGSB2IKT9,2024-12-15 14:29:58,210.99.114.165,25.89,1013.62,15.09,550.65,43549.25,-2.91
335646,SPXEGN1TGSB2IKT9 | 1734239981,SPXEGN1TGSB2IKT9,2024-12-15 14:19:41,210.99.114.165,25.86,1013.56,15.10,549.28,43322.64,-2.83
335591,SPXEGN1TGSB2IKT9 | 1734239365,SPXEGN1TGSB2IKT9,2024-12-15 14:09:25,210.99.114.165,25.85,1013.59,15.10,547.03,42948.84,-2.83
335540,SPXEGN1TGSB2IKT9 | 1734238792,SPXEGN1TGSB2IKT9,2024-12-15 13:59:52,210.99.114.165,25.85,1013.72,15.10,549.28,43322.64,-3.75
335484,SPXEGN1TGSB2IKT9 | 1734238175,SPXEGN1TGSB2IKT9,2024-12-15 13:49:35,210.99.114.165,25.83,1013.78,15.14,554.77,44239.37,-4.33
335432,SPXEGN1TGSB2IKT9 | 1734237599,SPXEGN1TGSB2IKT9,2024-12-15 13:39:59,210.99.114.165,25.82,1013.87,15.15,553.39,44007.61,-5.24
335377,SPXEGN1TGSB2IKT9 | 1734236996,SPXEGN1TGSB2IKT9,2024-12-15 13:29:56,210.99.114.165,25.81,1013.94,15.08,558.49,44866.22,-5.74
335321,SPXEGN1TGSB2IKT9 | 1734236372,SPXEGN1TGSB2IKT9,2024-12-15 13:19:32,210.99.114.165,25.83,1013.98,15.01,558.95,44945.45,-6.08
335270,SPXEGN1TGSB2IKT9 | 1734235797,SPXEGN1TGSB2IKT9,2024-12-15 13:09:57,210.99.114.165,25.83,1014.09,14.97,558.95,44945.45,-6.91
335215,SPXEGN1TGSB2IKT9 | 1734235193,SPXEGN1TGSB2IKT9,2024-12-15 12:59:53,210.99.114.165,25.82,1014.24,14.94,559.89,45104.66,-8.32
335159,SPXEGN1TGSB2IKT9 | 1734234570,SPXEGN1TGSB2IKT9,2024-12-15 12:49:30,210.99.114.165,25.77,1014.27,14.89,564.16,45830.99,-8.57
335104,SPXEGN1TGSB2IKT9 | 1734233957,SPXEGN1TGSB2IKT9,2024-12-15 12:39:17,210.99.114.165,25.78,1014.49,14.82,566.55,46241.95,-10.40
335052,SPXEGN1TGSB2IKT9 | 1734233385,SPXEGN1TGSB2IKT9,2024-12-15 12:29:45,210.99.114.165,25.81,1014.65,14.74,569.46,46742.15,-11.65
334996,SPXEGN1TGSB2IKT9 | 1734232773,SPXEGN1TGSB2IKT9,2024-12-15 12:19:33,210.99.114.165,25.83,1014.90,14.63,570.92,46995.08,-13.65
334940,SPXEGN1TGSB2IKT9 | 1734232161,SPXEGN1TGSB2IKT9,2024-12-15 12:09:21,210.99.114.165,25.89,1015.05,14.50,573.37,47421.35,-14.98
334887,SPXEGN1TGSB2IKT9 | 1734231559,SPXEGN1TGSB2IKT9,2024-12-15 11:59:19,210.99.114.165,25.94,1015.33,14.46,576.35,47940.16,-17.30
334832,SPXEGN1TGSB2IKT9 | 1734230958,SPXEGN1TGSB2IKT9,2024-12-15 11:49:18,210.99.114.165,25.75,1015.55,14.47,575.85,47853.23,-19.13
334780,SPXEGN1TGSB2IKT9 | 1734230395,SPXEGN1TGSB2IKT9,2024-12-15 11:39:55,210.99.114.165,25.74,1015.50,14.49,578.85,48378.99,-18.72
334724,SPXEGN1TGSB2IKT9 | 1734229784,SPXEGN1TGSB2IKT9,2024-12-15 11:29:44,210.99.114.165,25.69,1015.47,14.46,578.85,48378.99,-18.47
334700,SPXEGN1TGSB2IKT9 | 1734229524,SPXEGN1TGSB2IKT9,2024-12-15 11:25:24,210.99.114.165,25.7,1015.48,14.44,577.84,48202.66,-18.47
334669,SPXEGN1TGSB2IKT9 | 1734229175,SPXEGN1TGSB2IKT9,2024-12-15 11:19:35,210.99.114.165,25.67,1015.51,14.44,578.35,48290.79,-18.63
334614,SPXEGN1TGSB2IKT9 | 1734228565,SPXEGN1TGSB2IKT9,2024-12-15 11:09:25,210.99.114.165,25.65,1015.52,14.43,579.35,48467.45,-18.72
334561,SPXEGN1TGSB2IKT9 | 1734227999,SPXEGN1TGSB2IKT9,2024-12-15 10:59:59,210.99.114.165,25.61,1015.58,14.42,577.34,48114.96,-19.55
334506,SPXEGN1TGSB2IKT9 | 1734227386,SPXEGN1TGSB2IKT9,2024-12-15 10:49:46,210.99.114.165,25.61,1015.49,14.38,576.84,48027.52,-18.47
334450,SPXEGN1TGSB2IKT9 | 1734226768,SPXEGN1TGSB2IKT9,2024-12-15 10:39:28,210.99.114.165,25.6,1015.6,14.38,581.37,48823.54,-19.55
334399,SPXEGN1TGSB2IKT9 | 1734226194,SPXEGN1TGSB2IKT9,2024-12-15 10:29:54,210.99.114.165,25.59,1015.59,14.35,579.85,48556.0,-19.63
334344,SPXEGN1TGSB2IKT9 | 1734225580,SPXEGN1TGSB2IKT9,2024-12-15 10:19:40,210.99.114.165,25.57,1015.5,14.35,580.36,48644.98,-18.72
334288,SPXEGN1TGSB2IKT9 | 1734224962,SPXEGN1TGSB2IKT9,2024-12-15 10:09:22,210.99.114.165,25.55,1015.51,14.34,580.86,48734.23,-18.88
334236,SPXEGN1TGSB2IKT9 | 1734224387,SPXEGN1TGSB2IKT9,2024-12-15 09:59:47,210.99.114.165,25.56,1015.57,14.31,584.94,49456.06,-19.38
334178,SPXEGN1TGSB2IKT9 | 1734223769,SPXEGN1TGSB2IKT9,2024-12-15 09:49:29,210.99.114.165,25.57,1015.56,14.32,582.39,49002.95,-19.3
334127,SPXEGN1TGSB2IKT9 | 1734223199,SPXEGN1TGSB2IKT9,2024-12-15 09:39:59,210.99.114.165,25.54,1015.43,14.35,581.88,48913.11,-18.05
